C-106	MINOR	§3.3의 [G-5] 델타 논거가 자기모순: 풀 셀 델타는 '[G-5] 소비자 목록에 이 페이지가 없다'로 정당화하면서, 같은 표에서 M1 Channel 셀은 '[G-5] in full'의 지배를 받는다고 서술 — 동일 소비자 목록에 대한 상호배타적 두 독법이다.
C-107	MINOR	스펙이 전역규칙 버전을 v1.0으로 핀(헤더·읽기 계약 item 1)하고 item 7은 §3.6 허브 문자열을 '아직 전역규칙에 올라가지 않은 후보 개정'으로 유지하는데, 실제 전역규칙은 v1.2이고 HUB 문자열은 이미 [G-7]에 게재됐다 — item 7 자신의 규칙대로면 해당 항목
C-108	MINOR	§5.1이 '전역규칙이 고정한 캐노니컬 크로스페이지 이벤트명은 10개'라고 서술하지만 전역규칙의 목록은 11개 개별 이름(쌍을 1개로 묶어도 9개)이라 어느 셈법으로도 10이 나오지 않는다.
C-109	MINOR	§6.1 서두 '페이로드 필드는 전역규칙 라우팅 테이블 그대로이며 전 행 CONFIRMED 2026-08-03'는 4행(에이징 다이제스트)에 대해 거짓이다 — 전역 라우팅 테이블에 해당 행이 없고, 그 행은 스펙 스스로 PD-61 OWNER-PENDING으로 태깅했다.
C-110	MINOR	[BR-9] 근거란이 "[G-8]'s 'why' requirement"를 인용하지만 [G-8] 본문에는 이유(why/reason) 요구가 없다 — G-8은 actor·timestamp·entity·old→new·quantity만 규정한다.
C-111	MINOR	[G-7] HUB-1/2의 캐노니컬화 이전 코퍼스 서술('majority 5/8 — OD·RTO·INV·OM·TM')이 스펙의 서술('four-page-majority strings', TM 와이어프레임은 발산해 WF-NEW-E로 교정)과 모순 — TM이 다수파에 있었는지에 대해 두 문
C-112	MAJOR	M6 사유 enum의 세 번째 옵션 문자열이 두 정본에서 다르다 — [G-11]은 "exact enum"으로 "Other (memo)"를 박아두었는데 스펙(BR-53, QA-S6-13)은 정확히 `Other`를 규범으로 선언하고 [G-11]의 문구를 재해석으로 무력화한다.
C-113	MAJOR	[G-10]이 CONFIRMED(owner, PD-8)로 확정한 내용(추적번호 시스템 전역 유일 + 인바운드/아웃바운드 별도 네임스페이스 + 인바운드 우선 해석)을 스펙 본문이 여전히 PD-82·PD-86 OWNER-PENDING에 걸어두고 있으며, 이 두 태그는 헤더의 supersed
C-114	MAJOR	[G-4]는 "우리가 디자인하는 것은 내부 인보이스(PACKING)뿐"이라고 확정(CONFIRMED, owner)했는데, 스펙 M4는 우리가 내용을 구성하는 별도의 공급사 반품 라벨(운송사명+한글 상품명+사이즈+수량, 생략 규칙, 라이브 프리뷰)을 규범으로 정의하고 그 물리 레이아웃을 
C-115	MINOR	[L-S1-6]은 [G-5]가 order-facing 배지를 "exactly 4"라고 말한다고 인용부호까지 붙여 주장하지만 G-5 본문에 그 표현은 없고("Order-facing badges (4)"), G-5는 이미 자체적으로 OTHER의 다운스트림 렌더링을 규정하고 있어 '전역규칙과
C-116	MINOR	PARTIAL 배지의 분수 의미가 상충한다 — [G-11]은 "PARTIAL (n/m remaining)"이라 하는데 스펙은 일관되게 {received}/{expected}(예: 620/800, 620=수령분)를 렌더한다.
C-117	MINOR	[G-2](CONFIRMED, PD-5)는 파괴적 액션에 확인 다이얼로그를 요구하고 스펙 자신도 "이 페이지의 파괴적 액션은 항상 confirm step을 거친다"고 단언하는데, Cancel Outbound([L-S3-2])는 클릭 즉시 상태를 롤백하며 어떤 확인 단계도 서술되지 않는다
C-118	MINOR	스펙 헤더가 전역규칙을 "v1.0"으로 핀해 인용하지만 실제 _global-rules.md는 v1.2이고, 스펙 본문 자체가 v1.2에서만 존재하는 내용([G-7] HUB-1…HUB-7)에 의존한다.
C-119	MINOR	정본 이벤트명 개수가 세 군데서 다르다 — 전역규칙 목록은 9개 그룹(슬래시쌍 포함 11개 리터럴), 스펙 §5는 "9 groups covering 11 literal names", §9.5 CP-7은 "The 10 canonical names"라고 셈해 어느 집계와도 맞지 않는다.
C-120	MINOR	BR-44와 BR-45는 [G-9]·[G-10]의 규칙 본문을 [G-n] 인용 없이 사실상 그대로 재서술한다 — "델타만 서술, 본문 재서술 금지" 계약 위반이며, 같은 감사가 BR-33~36은 이미 정리했다고 기록한 것과 대비된다.
C-121	MINOR	전역규칙이 "오너 결정 라운드 완전 종료, PD-1~8 등 확정"이라 선언했는데 스펙 §9.2는 PD-1~8을 여전히 '제공적 디폴트(provisional default) 33개'에 포함시키고 PD-66만 결정됐다고 단서 달며, §10.1 상태열도 PD-1/3/4/5/6/7/8 행을 "
C-122	MINOR	[G-1] 불변식 1은 "이전 값이 선택된 채(previous value selected)" 포커스 복귀를 요구하고 델타가 불변식을 제거하는 것을 금지하는데, [L-S6b-2]는 입력을 비우는(emptied) 동작을 [G-1]을 인용하며 서술한다 — 자면상 불변식 1의 절반을 제거하는 
C-123	MINOR	BR-36은 KR 상품명 열에도 굵은 EN 브랜드가 붙는다는 것을 "Page delta on [G-6]"·"two-column repetition is page-specific"이라고 주장하지만, 그 내용은 [G-6]이 이미 전역으로 규정한 본문이라 델타가 아니라 재서술이다.
C-124	MINOR	QA-M2-11은 #unrecognized-tracking 채널 알림 문구 검증에 [G-7]을 키로 달았지만, [G-7]은 코멘트 시스템(#fulfillment-admin-comments 멘션 알림)에 관한 규칙이고 미인식 풀 Slack 라우트는 전역규칙의 별도 Slack routing
C-125	MINOR	딥링크 경로 형식이 두 문서에서 다르다 — [G-12]는 `../inbound-request/#reqlist` 형식을 쓰고 스펙·QA는 `../inbound-request/index.html#reqlist`만을 이 페이지의 유일 허용 형식으로 규정한다 (스펙이 CP-8로 자가 신고했고 
C-126	MAJOR	오너 확정(PD-79)된 CANCELLED 터미널 상태·편집/취소 알림이 _global-rules에 미반영 — [G-11] 라이프사이클, [G-7] 시스템 자동코멘트 열거, Slack 라우팅 표가 스펙과 모순된다.
C-127	MAJOR	M1 동시 저장을 서버측 merge로 규정한 스펙이 [G-9](CONFIRMED, PD-7)의 동시성 모델과 모순 — G-9는 merge를 'counting flows (State 6 receive, closing scans)'에만 허용하고 그 외 동시 편집은 409인데, 스펙은 델타 
C-128	MAJOR	스펙이 [G-11]의 두 문자를 오기로 선언하고 '정정 예정'이라 했으나 _global-rules v1.2에 정정이 반영되지 않아 PARTIAL 표기(n/m remaining vs received/expected)와 M6 사유 enum 3번째 옵션(Other (memo) vs Other
C-129	MAJOR	PD-66이 오너 확정(전역규칙 헤더 명시)됐는데 스펙 §9.2 OQ-2는 여전히 'No behavior is specified on either side / Owner decision required'로 미결 상태를 규범 서술한다.
C-130	MAJOR	스펙 §9.1이 Comments-hub 캐노니컬을 아직 미발행 상태('follows [G-7] once the six shared strings are canonicalised')로 서술하나, [G-7] v1.2는 일곱 개 문자열(HUB-1…HUB-7)을 이미 확정 계약으로 발행했고 스
C-131	MINOR	View Orders 해석 우선순위(inbound-request 우선)가 [G-10]에선 PD-8로 CONFIRMED인데 스펙은 같은 규칙을 [PD-86 · OWNER-PENDING]로 태깅해(§3.3.7·BR-16·[E-22]·QA-E-08·§6.3) 확정/미결 상태가 두 문서에서 충
C-132	MINOR	§3.3.7(및 BR-9)이 [G-10] 규칙 본문을 다른 표현으로 재서술하고 스스로 'primary home of [G-10]'을 자처해, '스펙은 인용만 하고 본문을 재서술하지 않는다'는 전역규칙 헤더 계약을 위반한다.
C-133	MINOR	§2.4 관찰 3이 Saved 페인 헤더를 '과반 없음'(split 5/1/2)으로 서술하나 [G-7] HUB-2 표는 같은 항목을 'majority 5/8'로 기록해 캐노니컬 산정 근거 서술이 모순된다.
C-134	MINOR	§5 전문의 '전역 캐노니컬 목록이 ten names를 커버한다'는 수치가 틀렸다 — 실제 목록은 그룹 9개 / 개별 이벤트명 11개로 어느 셈법으로도 10이 아니다.
