id,page,tier,negative,block,refs,title,given,when,then,section,source_line,form
QA-PRT-6,order-detail,ADMIN,True,PRT,,[L-13] [E-6] — double-click prints once. · NEGATIVE [ADMIN],**,When I click 🖨 Print twice within 300 ms,"Then exactly one print.requested and one job id exist, the second click is recorded as action.idempotency_suppressed (DC-36), and exactly one** physical label is produced.",QA-PRT — Print [L-13],1847,prose
QA-PRT-7,order-detail,ADMIN,False,PRT,,[L-13] [E-63] — a deliberate reprint is allowed and attributable. [ADMIN],Given a print job for this order is still queued at the agent **,"When I click 🖨 Print again (a separate, deliberate click, outside the debounce window)","Then a second print.requested / print.job_result pair persists with a different* job_id, and both labels are attributable to their own click. (Contrast QA-PRT-6, which is one click delivered twice.)*",QA-PRT — Print [L-13],1851,prose
QA-PRT-8,order-detail,ADMIN,True,PRT,[E-63],[L-13] [E-85] [E-84] — print on a cancelled order is blocked; success ≠ paper. · NEGATIVE [ADMIN],Given a cancelled order **,,"Then 🖨 Print is disabled with the visible reason Order cancelled, and a forced request persists DC-9 with reason_code=order_cancelled And on a normal order whose printer is online but out of paper, DC-25.result is success — the contract proves delivery to the agent, not** physical output; the recovery is a reprint [E-63].",QA-PRT — Print [L-13],1856,prose
QA-REN-1,order-detail,WF,False,REN,,[L-10] [BR-42] — the Line Items column contract is exactly 18 columns. [WF],**,,"Then #st-normal .litable thead tr:nth-child(1) contains: three th[rowspan=""2""] (select-all checkbox, SKU, Image), a th[colspan=""6""] reading Product Information (WooCommerce), a th[colspan=""8""] reading Inventory, and one th[rowspan=""2""] reading Actions — 3 + 6 + 8 + 1 = 18 rendered columns And #st-normal .litable thead tr:nth-child(2) reads, in order: Product Name, Product Name KR, Size, Qty, Subtotal, Total, Latest Inventory Count, Inbound Status, Sourcing Route, Order Number, Order Date, Product Cost 🤖, Tracking Number, CP Link And** each tbody tr renders 18 td cells.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1865,prose
QA-REN-2,order-detail,WF,True,REN,,[L-10] [BR-8] [BR-40] — removed columns must not exist. · NEGATIVE [WF],**,,"Then no header cell in .litable reads Delivery Company, no header cell reads Comments, and no** header cell reads Inbound Request — in either state.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1870,prose
QA-REN-3,order-detail,WF,True,REN,,[L-10] [E-41] [BR-7] — Latest Inventory Count is 0 on JIT and a real number on WHOLESALE. · NEGATIVE [WF],**,,"Then in #st-normal, the rows with SKUs 100005104, 100043697 and 100012534 (all JIT (Coupang)) show Latest Inventory Count = 0 And the row with SKU 100005088 (WHOLESALE) shows 12 And a 0 on a JIT line must not* be reported as a defect — it is the expected value. (Runner guidance, not a machine-checkable clause: it constrains the report, not the page. Same role as QA-REN-8's closing note.)*",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1873,prose
QA-REN-4,order-detail,WF,False,REN,,[L-4] [G-5] — sourcing routes render as colorless black bold text. [WF],**,,"Then the Sourcing Route cells contain span.tag elements with classes tag-jit / tag-wholesale And their computed background-color is fully transparent (rgba(0, 0, 0, 0)) and their computed color is rgb(20, 16, 27) (= #14101B = var(--ink)) — never a coloured pill · NEGATIVE And** the visible strings are exactly JIT (Coupang) and WHOLESALE.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1878,prose
QA-REN-5,order-detail,WF,True,REN,,[L-4] [C-3] — the JIT channel parenthetical is present and OTHER is absent. · NEGATIVE [WF],**,,Then every JIT cell reads exactly JIT (Coupang); the bare string JIT with no parenthetical appears in no Sourcing Route cell And the string OTHER ( appears in no** Sourcing Route cell — OTHER is an inbound-origin route and never renders on order line items [PD-80 · OWNER-PENDING].,QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1883,prose
QA-REN-6,order-detail,WF,True,REN,,[L-11] [G-6] [BR-10] — brand is bold-prefixed on both name columns. · NEGATIVE [WF],**,,"Then each row's Product Name cell begins with a <b> element reading exactly Dr.Jart+ And each row's Product Name KR cell also begins with a <b> element reading exactly Dr.Jart+, followed by the Korean product name (e.g. 포어레미디 리뉴잉 폼 클렌저) And the Korean brand form 닥터자르트 appears nowhere** on the page (normalized 2026-08-03).",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1887,prose
QA-REN-7,order-detail,WF,False,REN,,[L-10] [BR-26] — WooCommerce originals render with the asterisk. [WF],**,,Then each SKU cell shows the SKU followed by a span.bot reading ({sku}) — e.g. 100005104 then (100005104) And each Qty cell shows 1 followed by a span.bot reading (1) And #st-normal .liinfo reads exactly Edit a line via the Edit button. Use checkboxes to select items for bulk Inbound. = WooCommerce original before variation-pack recalculation · 🤖 = auto-filled by Agent · Scroll right to see the Inventory fields.,QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1892,prose
QA-REN-8,order-detail,WF,False,REN,,"[L-3] — the Actor Log renders the exact columns, row grammar and colour classes. [WF]",**,,"Then #st-normal .logsec h4 begins with Inbound / Outbound Actor Log followed by — New And #st-normal .logtbl th reads, in order: Time, Action, SKU, Qty, Operator, Note And the data rows, newest first, are exactly: 07-01 09:32 / OUTBOUND / All (4 SKU) / 4 / Dean / –; 07-01 09:10 / INBOUND / 100012534 / 1 / Miranti / –; 07-01 08:58 / INBOUND / 100043697 / 1 / Miranti / –; 06-30 20:15 / CANCEL INBOUND (Restock) / 100005104 / 1 / Dean / Corrected duplicate inbound And their Action cells carry classes act-out, act-in, act-in, act-cancel respectively (This scenario asserts grammar and ordering only. The demo rows are deliberately inconsistent with the line-item states — §2.5 B. Do not assert consistency between this table and the row tags, and do not file the inconsistency as a bug.)",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1897,prose
QA-REN-9,order-detail,WF,False,REN,,[L-6] [L-F12] — Fulfillment Tracking renders unchanged from the live admin. [WF],**,,"Then #st-normal .tbl thead reads Provider Order ID, Tracking Number, Status, Status Description, Created At, Updated At And its single row reads YT2618100709331860 / 34YEM055929401000910906 / DELIVERED (in a .st-delivered chip) / Shipment information received / 6/30/2026, 8:55:53 PM / 7/13/2026, 10:10:32 AM And #st-normal .lastmile reads exactly Last mile: AustraliaPost And the tracking heading reads TRACKING HISTORY (synced 7/16/2026, 4:51:40 AM) And** #st-normal .trackscroll thead reads Time (local), Node, Description, Location, UTC, with .node chips including DELIVERED, DELIVERY_ATTEMPT, IN_TRANSIT_CARRIER and ORDER_CREATION.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1904,prose
QA-REN-10,order-detail,WF,False,REN,,[L-4] [PD-8 · OWNER-PENDING] — the two tracking-number namespaces are visibly distinct. [WF],**,,Then the line-item Tracking Number for SKU 100043697 is 10323100835456 And the Fulfillment Tracking Tracking Number is 34YEM055929401000910906 And** they render in different sections with different column headers — never presented as the same field · NEGATIVE.,QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1911,prose
QA-REN-11,order-detail,WF,False,REN,,[L-F10] [L-F11] — Fulfillment Tracking controls render with exact labels. [WF],**,,"Then** #st-normal .ftbadge contains a .carrier badge reading YUN, a button labelled exactly ✎ Change Tracking #, and a button labelled exactly Reset Order.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1916,prose
QA-REN-12,order-detail,WF,False,REN,,[BR-43] §3.0.3 — the four time formats render where the contract says. [WF],**,,"Then Order Date reads 2026-06-30 SGT (zone printed) and Order Created At reads 30/06/2026 19:55:28 SGT (zone printed) And every #st-normal .logtbl Time cell matches MM-DD HH:mm with no zone suffix (warehouse local by contract) And every #st-normal .cmt-list time matches MM-DD HH:mm And the SHIPMENT DETAILS Created At / Updated At cells match M/D/YYYY, h:mm:ss AM/PM And the TRACKING HISTORY table exposes both** a Time (local) and a UTC column — the only block on the page that states both.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1919,prose
QA-REN-13,order-detail,ADMIN,True,REN,,"[L-3] [E-42] — the Actor Log renders an empty state, never disappears. · NEGATIVE [ADMIN]",Given a brand-new order with no inbound or outbound history **,,"Then the Actor Log section, heading and header row still render, with a single empty-state row reading No inbound or outbound activity yet, and the section is not** hidden.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1926,prose
QA-REN-14,order-detail,ADMIN,False,REN,[E-43],[L-6] [DC-23] — a carrier sync persists an event and drives the displayed timestamp. [ADMIN],**,When a carrier sync runs for this order When the next sync fails,"Then shipment.tracking_synced persists with actor=system, synced_at, the appended_events[] set and result=ok (DC-23) And the TRACKING HISTORY (synced …) marker renders that event's synced_at, formatted per §3.0.3 Then DC-23 persists with result=failed and a failure_reason, the table keeps its previous rows, the marker keeps the last successful timestamp, and no** fabricated time is displayed · NEGATIVE [E-43].",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1930,prose
QA-REN-15,order-detail,ADMIN,True,REN,,[L-10] [E-62] [E-91] — catalog drift never rewrites the line. · NEGATIVE [ADMIN],Given a line whose SKU was retired (and separately: whose product record was deleted) after the order was placed **,,"Then the line still renders its historical SKU, EN name, KR name, size and prices from the order record And Latest Inventory Count renders – with a muted SKU retired marker where no mapping exists And the line is not auto-rewritten, not hidden and not** removed.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1937,prose
QA-REN-16,order-detail,ADMIN,True,REN,[PD-51],"[L-10] [E-57] [BR-34] [PD-27 · OWNER-PENDING] — an assigned sample set is displayed, never edited here. · NEGATIVE [ADMIN]",Given Order Management has assigned a sample set to this order **,,"Then the line-items area shows the assigned ""sample set"" (v1: ""sample set"" only — no type/qty breakdown, [PD-51] owner-decided 2026-08-03) And the page exposes no control to add, change or remove the assignment, and emits no order.sample_assignment_changed event §5.2 And the carrier-facing string (+ sample set) does not* appear as a line item on this page ([PD-51] was owner-decided 2026-08-03 — v1 renders ""sample set"" only, so this scenario is now fully executable.)*",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1943,prose
QA-REN-17,order-detail,WF,True,REN,,[L-4] [E-44] [E-59] — absent agent-tracking values render – and are not links. · NEGATIVE [WF],Given state 1 · Processing and the row with SKU 100005088 (the WHOLESALE line) **,,"Then its Order Number, Order Date, Tracking Number and CP Link cells each read exactly – And none of those four cells contains an <a> element — – is plain text, never a link · NEGATIVE And the same row's Product Cost 🤖 cell reads exactly ₩22,425 — a – in the other four is an absent purchase record, not** an empty row.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1950,prose
QA-REN-18,order-detail,ADMIN,True,REN,,[L-11] [E-45] [G-6] — a brandless product renders without a prefix and nothing is synthesized. · NEGATIVE [ADMIN],Given a line whose catalog record carries no brand **,,"Then the Product Name and Product Name KR cells render the product name with no leading <b> brand element And the UI does not synthesize, guess or back-fill a brand from the SKU, the supplier or another line · NEGATIVE And** no event is emitted and no error state is shown — the fix is a catalog data fix, not a UI workaround.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1956,prose
QA-REN-19,order-detail,ADMIN,True,REN,[L-F2],"[L-3] [E-65] — Actor Log truncation is explicit, never silent. · NEGATIVE [ADMIN]",Given an order with more inbound/outbound events than the display cap **,,"Then the rendered rows are the newest {N} in newest-first order, and the section renders a visible showing latest {N} marker And the full history is reachable from ↻ Audit History [L-F2] And the table never* drops rows without the marker — a silently shortened log is a defect, not a display choice · NEGATIVE. (Cap value and pagination mechanics are dev-time, §9.4 D-7; the explicitness is not.)*",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1962,prose
QA-REN-20,order-detail,ADMIN,False,REN,[E-41],[L-10] [E-90] [E-41] [BR-7] — the JIT inventory count across its lifecycle. [ADMIN],Given a JIT (Coupang) line on an order that has not yet been inbounded **,When the line is inbounded When the order is outbounded,"Then Latest Inventory Count reads 0 — correct, not an error [E-41] Then the count refreshes to a positive transient value in the same response Then the count returns to 0 And a JIT line still showing a positive count after outbound is a reconciliation signal to raise, not a display bug to suppress — and this page emits no** adjustment event of its own to ""correct"" it · NEGATIVE.",QA-REN — Rendering contracts [L-3] [L-4] [L-6] [L-10] [L-11],1968,prose
QA-SUB-1,order-detail,WF,False,SUB,,[L-F1] [L-F2] [L-F3] [L-F4] [L-F5] — the subbar renders exactly five controls with exact labels. [WF],**,,"Then #st-normal .subbar contains, in order: ← Back to Orders (class back, left), then right-aligned ↻ Audit History (link-btn), ↗ View in WP (link-btn blue), ⧉ Clone Order (link-btn blue), ✕ Cancel Order (link-btn red) And** the same five, with the same labels and classes, exist in #st-hold .subbar.",QA-SUB — Page furniture [L-F1]–[L-F17],1981,prose
QA-SUB-2,order-detail,WF,False,SUB,,"[L-F6] [L-F7] — the title row renders order no., status, carrier and three controls. [WF]",**,,"Then #st-normal .otitle h2 reads exactly Order # 407847 And** it is followed by a status badge, a .carrier badge reading YUN, and buttons labelled exactly View Label, 🖨 Print and Change Status ▾.",QA-SUB — Page furniture [L-F1]–[L-F17],1985,prose
QA-SUB-3,order-detail,WF,False,SUB,,[L-F8] — Order Information renders the six read-only fields. [WF],**,,"Then the 📋 Order Information panel shows Order Date = 2026-06-30 SGT, Order Created At = 30/06/2026 19:55:28 SGT, Total Items = 4, Total Discount = AUD 13.11, Total Amount = AUD 129.8 And** PIC = Egita followed by a bordered button labelled exactly ✎ Edit.",QA-SUB — Page furniture [L-F1]–[L-F17],1989,prose
QA-SUB-4,order-detail,WF,True,SUB,,[L-5] — the bare pencil PIC affordance must not exist. · NEGATIVE [WF],**,,Then the PIC row's control is a bordered button whose visible text includes the word Edit And a standalone unbordered ✎ glyph is not** used as the PIC control in either state.,QA-SUB — Page furniture [L-F1]–[L-F17],1993,prose
QA-SUB-5,order-detail,WF,False,SUB,,[L-F9] — address panels render with edit affordances. [WF],**,,"Then the 👤 Billing Address and 🚚 Shipping Address headings each carry a span.edit reading ✎ And the shipping panel includes Tax ID and Short Address Code rows, both rendering – And** the billing panel includes Email = m.saltoon@gmail.com and Phone = +61415999051.",QA-SUB — Page furniture [L-F1]–[L-F17],1997,prose
QA-SUB-6,order-detail,WF,False,SUB,,[L-F14] [L-F15] — footer counter and add control. [WF],**,,Then #st-normal .li-foot .tq reads exactly Total Quantity: 4 and a button labelled exactly + Add Line Item exists in the same footer And** #st-hold .li-foot .tq also reads exactly Total Quantity: 4.,QA-SUB — Page furniture [L-F1]–[L-F17],2002,prose
QA-SUB-7,order-detail,WF,False,SUB,,[L-F17] — global nav renders the live-admin item set. [WF],**,,"Then** #st-normal .nav shows SkinSeoul (class brand), then Operation AI ▾, Catalog Management ▾, OMS Center ▾, Site Management ▾, Customer Management ▾, SkinSeoul WP Admin, then the 💬 Comments button, the user chip Yongwon Ryu (with a Y avatar), and a Logout button.",QA-SUB — Page furniture [L-F1]–[L-F17],2006,prose
QA-SUB-8,order-detail,ADMIN,True,SUB,,[L-F5] [E-47] [DC-9] [BR-15] [PD-22 · OWNER-PENDING] — Cancel Order is blocked while lines are inbounded. · NEGATIVE [ADMIN],Given an order with 3 INBOUNDED lines **,When I click ✕ Cancel Order,"Then the action is blocked with the message exactly Cancel Inbound (restock) on 3 line(s) first And no order.cancelled event is persisted, and no stock is restocked automatically And** order.action_rejected persists with reason_code=inbounded_lines_present (DC-9).",QA-SUB — Page furniture [L-F1]–[L-F17],2009,prose
QA-SUB-9,order-detail,ADMIN,False,SUB,[E-56];[E-79],[L-F5] [DC-4] — Cancel Order succeeds when no line is inbounded. [ADMIN],Given an order whose every line is PENDING **,When I click ✕ Cancel Order and confirm When I dismiss the confirm dialog instead,"Then order.cancelled persists with previous_status, line_count and confirm_acknowledged=true (DC-4) And a green toast reads exactly Order cancelled, the status badge updates, and the page does not refresh Then no DC-4 is persisted and the status is unchanged NE-15 · NEGATIVE And** the cancelled order still renders read-only with its full history and still accepts comments [E-56] [E-79].",QA-SUB — Page furniture [L-F1]–[L-F17],2016,prose
QA-SUB-10,order-detail,ADMIN,True,SUB,[E-82];[E-83];[G-13];[L-F4],[L-F4] [E-50] [DC-5] [PD-31 · OWNER-PENDING] — Clone copies lines and addresses only. · NEGATIVE [ADMIN],**,When I click ⧉ Clone Order and confirm When the source order has 0 lines,"Then order.cloned persists with source_order_id → new_order_id, copied_fields[] = lines + billing + shipping, and excluded_fields[] (DC-5) And a green toast reads Order cloned — {new order no.} with a link And the new order has no comments, no actor-log rows, no tracking numbers, no Order Number / Order Date / Product Cost / CP Link values, no PIC and a fresh status — this list is PD-31's registered exclusion set And the new order carries no sample assignment either — the [G-13] extension stated in [L-F4], not PD-31 content [E-83] Then** the clone succeeds and produces a 0-line order [E-82].",QA-SUB — Page furniture [L-F1]–[L-F17],2025,prose
QA-SUB-11,order-detail,ADMIN,True,SUB,[E-84],[L-F11] [E-48] [DC-8] [BR-20] [PD-30 · OWNER-PENDING] — Reset Order clears shipment state only. · NEGATIVE [ADMIN],**,When I click Reset Order and confirm on an order with INBOUNDED lines and a DELIVERED shipment,"Then order.reset persists with the full cleared-field snapshot (DC-8) and a green toast reads exactly Order reset — shipment data cleared And the shipment/tracking/label state is cleared And every line's Inbound Status is unchanged, and no inventory.movement is created And a print job already queued at the agent is not** recalled, and the confirm dialog said so [E-84].",QA-SUB — Page furniture [L-F1]–[L-F17],2034,prose
QA-SUB-12,order-detail,ADMIN,True,SUB,,"[L-F10] [E-49] [DC-22] [DC-35] [PD-32 · OWNER-PENDING] — duplicate tracking warns, allows, and does not reprint. · NEGATIVE [ADMIN]",**,When I set the tracking number to one that already exists on another order,"Then a warning names the other order and requires an explicit confirm And on confirm, shipment.tracking_changed (DC-22, duplicate_warning_shown=true) and shipment.tracking_duplicate_acknowledged with the colliding order id (DC-35) both persist And a green toast reads exactly Tracking number updated And no label is regenerated, no label is invalidated, and no** print job is created.",QA-SUB — Page furniture [L-F1]–[L-F17],2041,prose
QA-SUB-13,order-detail,ADMIN,True,SUB,[E-40],[L-F10] [E-77] [E-78] — clearing and no-op tracking edits. · NEGATIVE [ADMIN],**,When I clear the tracking number to empty and save When I save the identical current value,"Then DC-22 persists with new="""", and 🖨 Print and View Label fall back to disabled with No label yet [E-40] Then no event and no** toast are produced NE-11.",QA-SUB — Page furniture [L-F1]–[L-F17],2048,prose
QA-SUB-14,order-detail,ADMIN,True,SUB,,[L-F14] [E-25] [DC-16] [BR-18] [PD-25 · OWNER-PENDING] — Add Line Item works before outbound and is blocked after. · NEGATIVE [ADMIN],Given an order in processing that has not been outbounded Given an outbounded order **,"When I click + Add Line Item, pick a SKU and qty, and confirm","Then line_item.added persists with SKU, qty, initial_values{} and inbound_status=PENDING (DC-16) And the row appends as PENDING, Total Quantity increments, the Outbound gate re-evaluates, and a green toast reads exactly Line item added Then + Add Line Item carries disabled with the visible reason, and a forced request persists order.action_rejected with reason_code=order_outbounded (DC-9) and creates no** line_item.added.",QA-SUB — Page furniture [L-F1]–[L-F17],2054,prose
QA-SUB-15,order-detail,ADMIN,True,SUB,[E-53],[L-5] [DC-6] [BR-23] [PD-33 · OWNER-PENDING] — PIC change uses a picker and does not notify Slack. · NEGATIVE [ADMIN],**,When I click ✎ Edit on PIC and pick a different system user When I pick the same user again,"Then the control is a user picker — free text is not accepted And order.pic_changed persists with old → new user id and name (DC-6), a green toast reads PIC changed to {name} And no Slack message is sent to the new PIC Then no event and no toast are produced And** a deactivated user is not offered in the picker [E-53].",QA-SUB — Page furniture [L-F1]–[L-F17],2062,prose
QA-SUB-16,order-detail,ADMIN,True,SUB,,[L-F9] [DC-7] [E-54] — address edits persist a field-level diff and validate. · NEGATIVE [ADMIN],**,When I change City from Bellevue Hill to Bondi on the shipping address and save When I enter a postcode invalid for the carrier's country,"Then order.address_edited persists with scope=shipping and field_diff{city:{old:""Bellevue Hill"", new:""Bondi""}} (DC-7), and a green toast reads exactly Shipping address updated Then save is blocked with an inline field-level error, no event is persisted, and no** toast appears.",QA-SUB — Page furniture [L-F1]–[L-F17],2071,prose
QA-SUB-17,order-detail,ADMIN,True,SUB,,[L-F3] [L-4] [DC-33] [E-59] — external links open in a new tab and are persisted; – is not a link. · NEGATIVE [ADMIN],**,"When I click ↗ View in WP, then a line's Order Number link, then a line's CP Link When I click a cell rendering – (e.g. the Order Number cell of the WHOLESALE row)","Then three order.external_link_opened events persist with target = wp, order_number_lookup and cp_link respectively (DC-33), each opening a new tab without navigating away from Order Detail Then nothing happens and no** DC-33 is persisted.",QA-SUB — Page furniture [L-F1]–[L-F17],2077,prose
QA-SUB-18,order-detail,ADMIN,False,SUB,,"[L-F13] [E-87] — select-all covers every row, including on a large order. [ADMIN]",Given an order with 120 lines **,When I click the header Select all checkbox When I click Bulk Inbound Selected Items,"Then all 120 row checkboxes are checked (this table has no pagination, so there is no invisible-row hazard) Then exactly one DC-12 and one** toast result, regardless of internal chunking.",QA-SUB — Page furniture [L-F1]–[L-F17],2083,prose
QA-SUB-19,order-detail,WF,True,SUB,,[L-F8] [E-68] [BR-48] — no FX conversion anywhere on the page. · NEGATIVE [WF],**,,"Then Total Discount reads exactly AUD 13.11 and Total Amount reads exactly AUD 129.8 And product costs render in the purchase currency (₩17,100, ₩22,425, ₩30,630) And no USD figure and no** converted amount appears anywhere on the page.",QA-SUB — Page furniture [L-F1]–[L-F17],2090,prose
QA-SUB-20,order-detail,ADMIN,True,SUB,[BR-14];[BR-15];[BR-16];[BR-18];[BR-1];[BR-33];[E-40];[E-85];[E-86],"[G-15] [E-69] [BR-33] [PD-1 · OWNER-PENDING] — v1 is a single admin role, and every mutation still names its actor. · NEGATIVE [ADMIN]",Given any two authenticated users of the v1 admin **,,"Then both see the identical control set on this page: no control is hidden, greyed or removed on account of who is logged in, and the only disabled controls are the business gates named in [BR-1], [BR-14], [BR-15], [BR-16], [BR-18] and [E-40] / [E-85] / [E-86] · NEGATIVE And the high-trust actions (✕ Cancel Order, Reset Order, M3 Delete, Cancel Outbound, status → refunded) are reachable by both, each behind its confirm step And** every resulting event carries the acting user's actor id and display name — the actor record, not a role gate, is the v1 control [BR-33].",QA-SUB — Page furniture [L-F1]–[L-F17],2095,prose
QA-NET-1,order-detail,ADMIN,True,NET,,[L-2] [E-36] [G-9] — a lost response on Inbound still yields exactly one receipt. · NEGATIVE [ADMIN],Given the write lands on the server but the response never reaches the client **,When the client retries with the same idempotency key When the operator reloads the page instead of retrying,"Then exactly one line_item.inbounded and exactly one inventory.movement exist — the retry is suppressed as DC-36, not applied twice · NEGATIVE Then** the row renders whatever the server holds, and the Actor Log — not the pre-reload screen — is ground truth.","QA-NET — Network, session and recovery [E-36]–[E-38] [E-58] [E-64] [E-76]",2107,prose
QA-NET-2,order-detail,ADMIN,True,NET,,[L-9] [E-37] — a lost response on Outbound proves nothing by sound. · NEGATIVE [ADMIN],Given the send sound has played and the response is then lost **,When the client retries with the same idempotency key,"Then exactly one order.outbounded and one set of movements exist And if the request never committed, no order.outbounded exists despite the sound having played** — the audio is feedback, never proof; only DC-19 proves an outbound · NEGATIVE.","QA-NET — Network, session and recovery [E-36]–[E-38] [E-58] [E-64] [E-76]",2114,prose
QA-NET-3,order-detail,ADMIN,True,NET,,[L-1] [E-38] — a lost response on Add Comment creates no duplicate. · NEGATIVE [ADMIN],Given a comment write whose response is lost **,When the client retries with the same idempotency key,"Then exactly one comment.posted exists (DC-26), the thread shows the comment once**, and at most one comment.mention_notified per distinct mention is dispatched (DC-27) · NEGATIVE.","QA-NET — Network, session and recovery [E-36]–[E-38] [E-58] [E-64] [E-76]",2120,prose
QA-NET-4,order-detail,ADMIN,True,NET,,[E-58] [E-76] [E-21] [DC-37] — two tabs and an expired session both fail safely. · NEGATIVE [ADMIN],Given the same operator has this order open in two tabs and mutates from the stale one Given the session expires mid-action **,,"Then the version check rejects it (409), that tab reloads the affected row, and no cross-tab lock is required · NEGATIVE — entity.version_conflict persists (DC-37) Then the action is rejected with a red toast and a re-authentication prompt, and on re-auth the operator returns to this order, not to a list And the un-sent action is not** auto-replayed after re-auth · NEGATIVE.","QA-NET — Network, session and recovery [E-36]–[E-38] [E-58] [E-64] [E-76]",2125,prose
QA-NET-5,order-detail,ADMIN,True,NET,[G-2],[E-64] [G-2] — the browser Back button never restores stale state. · NEGATIVE [ADMIN],Given a status change was applied on this page and the operator navigates away and then presses Back **,,"Then the page re-renders from the server showing the current status — no cached pre-change render is restored · NEGATIVE And because no action on this page depends on a full-page refresh [G-2], Back is always safe: no action is re-submitted and no** event is duplicated by the navigation · NEGATIVE.","QA-NET — Network, session and recovery [E-36]–[E-38] [E-58] [E-64] [E-76]",2132,prose
QA-DC-1,order-detail,ADMIN,False,DC,,[G-8] [DC-34] — the arrival path is captured on every entry. [ADMIN],**,"When I open the order from a View Orders row, then from a Comments-hub item, then from a Slack mention link, then by typing the URL","Then** four order.detail_viewed events persist with entry_path = view_orders_row, comments_hub, slack_deep_link and direct respectively (DC-34).",QA-DC — Data-capture sweeps,2141,prose
QA-DC-2,order-detail,ADMIN,False,DC,,"[G-8] [L-3] [BR-36] — the Actor Log is a view, not a store. [ADMIN]",Given an order with 4 inbound/outbound events **,When I query the event store directly for that order,Then the returned line_item.inbounded / line_item.inbound_cancelled / order.outbounded / order.outbound_cancelled events match the Actor Log rows one-for-one in content and order And** rebuilding the log from the store reproduces the rendered table exactly — the UI holds no row the store does not have · NEGATIVE.,QA-DC — Data-capture sweeps,2145,prose
QA-DC-3,order-detail,ADMIN,True,DC,,[G-8] [L-F16] §5.4 — declared non-events produce nothing. · NEGATIVE [ADMIN],**,"When I toggle row checkboxes, toggle select-all, open and close the status dropdown without picking, toggle Hide Comments, type and clear a hub search, switch hub tabs, cancel a row edit, dismiss M3 three ways, open View Label, dismiss a destructive confirm dialog, and scroll the line-items table horizontally","Then zero events are persisted for any of those actions (NE-1–NE-16) And** a subsequent real action still persists normally — proving the absence is a guard, not a broken pipeline.",QA-DC — Data-capture sweeps,2151,prose
QA-DC-4,order-detail,ADMIN,False,DC,,[G-8] [DC-17] [BR-26] — WooCommerce originals survive recalculation. [ADMIN],Given a variation-pack line that was recalculated **,,"Then line_item.wc_recalculated persists with both wc_original{sku, qty} and recalculated{sku, qty} and actor_type=system (DC-17) And** both values remain readable indefinitely — the original is never overwritten · NEGATIVE.",QA-DC — Data-capture sweeps,2156,prose
QA-DC-5,order-detail,ADMIN,True,DC,,[G-8] [DC-18] [DC-32] [BR-35] [PD-16 · OWNER-PENDING] — an unrecognized match lands correctly on this order. · NEGATIVE [ADMIN],Given a match confirmed on the tracking-missing screen against this order **,,"Then line_item.tracking_written persists with the line id, tracking number, resolver and source_screen (DC-18) And the tracking number is visible in that line's Tracking Number cell And comment.auto_posted persists with source=system and origin=unrecognized_match_confirmed (DC-32), and the auto-comment is visible in the thread @mentioning the registrant And Order Detail exposes no match UI of its own And a View Orders M6 expected-qty edit produces no line-item change and no** comment on this order §5.3.",QA-DC — Data-capture sweeps,2161,prose
QA-DC-6,order-detail,ADMIN,False,DC,,[G-8] [DC-21] — every stock-moving action emits a ledger row and the net is zero. [ADMIN],**,"When I inbound a line, cancel that inbound, outbound the order, and cancel that outbound","Then four inventory.movement events persist with movement_type = inbound, cancel_inbound_restock, outbound, cancel_outbound_reversal, each carrying source_event_id and balance_after And** the net balance change is exactly zero.",QA-DC — Data-capture sweeps,2169,prose
QA-DC-7,order-detail,ADMIN,False,DC,,"[G-8] [L-F2] §5.5 — retention, queryability and export. [ADMIN]",Given events older than any plausible retention window **,,"Then no event from §5.1 has been purged and no comment has been deleted · NEGATIVE And the store answers filters on order_id, sku, actor, actor_type, event_name, reason_code and a date range And the ↻ Audit History surface exports to CSV following the Closing report's encoding and column precedent And Order Detail itself exposes no** export button in v1 · NEGATIVE.",QA-DC — Data-capture sweeps,2174,prose
